msoa11_cd,msoa11_hclnm,subgroup_code,subgroup_name,all_ages,wk_05,wk_06,wk_07,wk_08,wk_09,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17,wk_18,wk_19,wk_20,wk_21,wk_22,wk_23,wk_24,wk_25,wk_26,wk_27,wk_28,wk_29,wk_30,wk_31,wk_32,wk_33,wk_34,wk_35,wk_36,wk_37,wk_38,wk_39,wk_40,wk_41,wk_42
E02002341,Alwoodley,6a1,Indian Tech Achievers,7218,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,4,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,3,7,10,12,21,17
E02002342,Cookridge & Holt Park,6b3,Semi-Detached Ageing,5579,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,5,7,16,13
E02002343,Yeadon South,5a1,White Professionals,5717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,4,5,9,8,18,15
E02002344,Primley Park & Wigton Moor,6a1,Indian Tech Achievers,7566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,4,3,6,3,13,12,14,33,27
E02002345,Adel,6a1,Indian Tech Achievers,5635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,8,9,13,16
E02002346,Tinshill,7a3,Multi-Ethnic Hardship,5842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,4,7,14,17,23
E02002347,Moor Allerton,4a1,Private Renting Young Families,6278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,12,19,10
E02002348,Lawnswood & Ireland Wood,4a1,Private Renting Young Families,6216,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,21,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,11,14,30,31
E02002349,Roundhay Park & Slaid Hill,5b1,Delayed Retirement,5752,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,7,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,3,3,4,9,14,16,14
E02002350,Horsforth West,6a3,Detached Retirement Living,6034,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,8,14,23,23
E02002351,"Scarcroft, Shadwell & Scholes",6a3,Detached Retirement Living,5346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,7,10,11,17,19
E02002352,Moortown,5b1,Delayed Retirement,7416,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,5,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,12,6,13,19,21,26,22
E02002353,Roundhay West,6a1,Indian Tech Achievers,5939,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,5,6,18,15,25
E02002354,Carr Manor,4c1,Achieving Minorities,7702,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,7,NA,9,3,4,NA,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,3,11,7,13,10,6,16,17,27
E02002356,Horsforth South & Rawdon,5a1,White Professionals,8324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,9,11,17,25
E02002357,Horsforth East,8d2,Hard-Pressed Ethnic Mix,7915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,12,12,19,27
E02002358,Whinmoor,8d2,Hard-Pressed Ethnic Mix,7801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,6,5,15,25,34,38
E02002359,"Aberford, Barwick & Thorner",6b2,White Suburban Communities,6449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,5,4,3,8,16,20,18
E02002360,Meanwood,5a2,Multi-Ethnic Professionals with Families,6696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,13,8,13,14,13
E02002361,Gledhow,5b1,Delayed Retirement,5886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6,3,NA,8,9,11,22,25,23
E02002362,Hawksworth & West Park,4a1,Private Renting Young Families,7744,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,6,4,NA,5,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,10,5,13,27,24
E02002363,Chapel Allerton North,5a3,Families in Terraces and Flats,6718,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,11,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,15,18,23
E02002364,Seacroft North & Monkswood,8d2,Hard-Pressed Ethnic Mix,5708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,6,12,8,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,3,8,14,26
E02002366,Lady Wood & Oakwood,4c1,Achieving Minorities,8067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,6,3,10,7,18,NA,NA,NA,19,5,NA,NA,5,NA,7,18,NA,9,3,12,10,10,18,38,55,35
E02002367,Meanwood South & Sugarwell,4a1,Private Renting Young Families,6173,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,6,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,12,8,10,21,18
E02002368,Calverley & Farsley North,5a1,White Professionals,8281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,13,14,9,8,27,11,23
E02002369,Hollin Park & Fearnville,7a3,Multi-Ethnic Hardship,7345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,NA,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,11,17,23,29
E02002370,Swarcliffe,8d2,Hard-Pressed Ethnic Mix,7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,18,28,43
E02002371,Chapel Allerton South & Chapeltown,4b1,Asian Terraces and Flats,10215,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,6,11,5,3,NA,3,NA,NA,4,12,6,NA,NA,NA,NA,NA,4,4,NA,18,20,15,9,22,28,44,37
E02002373,Headingley,2a2,Student Digs,9519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,11,13,27,28,92,103,47
E02002374,Kirkstall,4c1,Achieving Minorities,6835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,20,5,NA,NA,NA,NA,NA,6,15,21,22,28
E02002375,Bramley Fall,7a3,Multi-Ethnic Hardship,6271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,4,7,19,25,26
E02002376,Gipton North,4a1,Private Renting Young Families,7788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,9,16,6,8,6,NA,3,4,7,NA,NA,NA,NA,4,9,7,8,NA,7,8,16,13,8,30,21,44
E02002377,Harehills North,4b1,Asian Terraces and Flats,7863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,NA,3,NA,NA,5,3,7,4,3,8,5,NA,11,10,6,NA,6,7,15,18,20,21,42,27
E02002379,Seacroft South,8d2,Hard-Pressed Ethnic Mix,5558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,12,22,32
E02002380,Bramley Park North,6b3,Semi-Detached Ageing,5161,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,14,10,3,NA,8,19,10
E02002381,Rodley & Stanningley Park,5a1,White Professionals,6051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,5,5,13,18,24
E02002382,Harehills South,4b1,Asian Terraces and Flats,8579,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,6,14,9,3,3,NA,NA,11,17,7,NA,NA,NA,NA,NA,3,6,NA,NA,NA,9,11,11,10,20,18,6
E02002383,Hyde Park,2a2,Student Digs,8467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,6,18,28,58,154,120,86
E02002384,Woodhouse & Little London,3a1,Established Renting Families,13254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,16,22,36,96,171,89,69
E02002385,Burley,2a3,Students and Professionals,8757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,5,NA,NA,4,6,12,20,54,57,36
E02002386,Cross Gates East & Manston,5a1,White Professionals,8539,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,3,6,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,15,5,16,29,36
E02002387,Bramley Park South,8b1,Deprived Blue-Collar Terraces,5698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,6,22,14
E02002388,Bramley East,7a3,Multi-Ethnic Hardship,7616,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,5,3,NA,3,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,8,8,14,18,24
E02002389,Gipton South & Killingbeck Park,4a1,Private Renting Young Families,7274,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,4,10,5,3,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,3,NA,NA,4,5,11,11,12,29,27
E02002390,Cross Gates West & Killingbeck,8d2,Hard-Pressed Ethnic Mix,6345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,4,NA,3,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,3,27,25,28
E02002391,"Farsley South, Stanningley & Pudsey North West",5a1,White Professionals,7412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,11,22,14,24,32,25
E02002392,University & Little Woodhouse,2a1,Student Communal Living,11468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,4,5,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,7,4,NA,4,4,14,13,30,86,282,129,73
E02002393,Lincoln Green & St James,3c1,Constrained Neighbourhoods,9232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,13,7,5,16,5,NA,NA,7,NA,NA,NA,NA,NA,NA,5,3,5,4,14,27,16,18,17,24,33,33
E02002394,Burmantofts,4a1,Private Renting Young Families,8321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,3,5,NA,NA,NA,NA,NA,3,3,6,3,NA,4,NA,4,5,7,4,11,13,5,15,21,35
E02002395,New Pudsey,4c1,Achieving Minorities,6842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,11,3,10,5,8,NA,4,9,8,NA,3,NA,5,3,4,3,5,6,10,13,13,8,13,34,34,33
E02002396,Bramley South & Upper Armley,4a2,Social Renting New Arrivals,8775,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,9,3,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,17,16,22,35,60
E02002397,Pudsey North East,7c3,Outer City Hardship,7494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,13,18,18,20
E02002398,Temple Newsam & Graveleythorpe,6b3,Semi-Detached Ageing,7178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,3,NA,15,36,29
E02002399,Osmondthorpe & Neville Hill,8d2,Hard-Pressed Ethnic Mix,6121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,16,16,16,35
E02002400,Armley & New Wortley,4a2,Social Renting New Arrivals,8809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,4,NA,6,NA,3,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,7,8,12,9,15,26,24
E02002401,Halton Moor,4a1,Private Renting Young Families,6570,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,6,6,7,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,7,7,14,35
E02002402,"Colton, Austhorpe & Whitkirk",6b2,White Suburban Communities,5427,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,7,NA,6,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,5,14,11,31
E02002403,Garforth West,8a1,Industrious Transitions,5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,36,45,22,52
E02002404,East End Park & Richmond Hill,2b2,Multicultural Student Neighbourhoods,10808,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,10,8,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12,10,11,9,13,38,46,53
E02002405,Pudsey South West,5a1,White Professionals,8703,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,7,NA,4,4,4,3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,9,11,13,12,34,35
E02002406,Garforth East,6b3,Semi-Detached Ageing,6869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,8,14,17,34
E02002407,Farnley East,7a3,Multi-Ethnic Hardship,6487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,21,26
E02002408,Pudsey South East,5a2,Multi-Ethnic Professionals with Families,7212,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,3,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,10,22,27
E02002409,Farnley West & Gamble Hill,7a3,Multi-Ethnic Hardship,5885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,7,16,23
E02002410,Wortley,5a2,Multi-Ethnic Professionals with Families,6651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,8,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,3,NA,10,19,36,37
E02002411,Holbeck,4a2,Social Renting New Arrivals,8815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,9,16,NA,4,NA,NA,6,4,NA,NA,NA,NA,NA,NA,3,NA,NA,6,NA,3,13,12,9,25,20,22
E02002412,New Farnley & Lower Wortley,8d2,Hard-Pressed Ethnic Mix,7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,6,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,8,12,7,8,26,32,29
E02002414,Beeston Hill & Hunslet Moor,4a1,Private Renting Young Families,6817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,6,12,5,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,15,5,9,13
E02002415,Cross Flats Park & Garnets,4b1,Asian Terraces and Flats,7558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,NA,5,3,NA,NA,NA,NA,4,NA,NA,6,NA,3,NA,NA,4,NA,NA,14,12,25,27,21,18
E02002416,"Garforth South, Swillington & Little Preston",8c3,Renting Hard-Pressed Workers,6784,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,16,31
E02002417,"Kippax East, Micklefield & Allerton Bywater",5a1,White Professionals,6671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,10,12,21,25
E02002418,Kippax West,6b2,White Suburban Communities,6903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,7,19,26,43
E02002419,Beeston West & Cottingley,4a1,Private Renting Young Families,8253,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,5,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,10,3,5,12,16,26,20
E02002420,Beeston East,4a2,Social Renting New Arrivals,8548,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,10,5,22,22,33
E02002421,Belle Isle North,7a3,Multi-Ethnic Hardship,6041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,8,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,5,9,22
E02002422,Churwell,5a2,Multi-Ethnic Professionals with Families,6124,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,13,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,16,19,19
E02002423,Belle Isle South,8d2,Hard-Pressed Ethnic Mix,5720,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,8,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,9,17,20
E02002424,Morley North & Gildersome East,5a1,White Professionals,7522,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,8,12,6,18,27
E02002425,Drighlington & Gildersome West,5a1,White Professionals,8342,NA,NA,NA,NA,NA,NA,NA,NA,4,8,7,3,7,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,12,22,28,24
E02002426,Woodlesford & Oulton,8c1,Ageing Industrious Workers,7652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,24,27,22
E02002427,Rothwell Inner,6b3,Semi-Detached Ageing,6716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,4,6,13,23,38
E02002428,Middleton Town Street,5a3,Families in Terraces and Flats,7888,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,3,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,29,24,20
E02002429,Rothwell Outer,6b2,White Suburban Communities,8285,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,17,26,49
E02002430,Middleton Park Avenue,7a3,Multi-Ethnic Hardship,7702,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,6,9,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,9,21,25
E02002431,Morley East,5a3,Families in Terraces and Flats,8264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,14,25,35
E02002432,Methley,8a1,Industrious Transitions,7168,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,8,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,7,9,19,29
E02002433,Morley Central,5a1,White Professionals,6435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,3,11,18,23
E02002434,"Robin Hood, Lofthouse & Middleton Lane",5a1,White Professionals,10066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,9,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,13,NA,NA,3,4,6,8,20,41,27
E02002435,Morley Bruntcliffe & Woodkirk,5b3,Self-Sufficient Retirement,7558,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,4,6,17,26,44
E02002436,Tingley East & East Ardsley,5a1,White Professionals,6596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,9,21
E02002437,Tingley West & West Ardsley,6b2,White Suburban Communities,6048,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,19,23
E02006852,Far Headingley & Weetwood,2a3,Students and Professionals,11620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,4,5,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,6,11,18,25,75,80,42
E02006861,Hyde Park Corner & Woodhouse Cliff,2a2,Student Digs,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,11,17,57,130,377,235,124
E02006875,Leeds City Centre,2b2,Multicultural Student Neighbourhoods,13597,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,3,5,8,20,49,190,119,56
E02006876,"Leeds Dock, Hunslet & Stourton",2b2,Multicultural Student Neighbourhoods,8414,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,13,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,7,NA,5,12,58,26,32
E02002438,Ferry Fryston,8d1,Young Hard-Pressed Families,8684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,9,23,12
E02002439,Castleford Town,8b1,Deprived Blue-Collar Terraces,8452,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,5,NA,8,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,14,23,18
E02002440,Airedale,6b3,Semi-Detached Ageing,7973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,21
E02002441,Castleford West,8a2,Industrious Hardship,9347,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,7,5,5,4,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,12,26,27
E02002442,Glasshoughton,6b2,White Suburban Communities,7303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,8,8,4,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,8,13,28
